specid,ra,dec,plate,mjd,fiberid,z,zErr,snMedian_r,d4000_n,d4000_n_err
22588,179.03987,23.030176,2513,54141,574,0.3948245,9.56219E-005,6.555552,2.070156,0.0897281
22589,179.3528,23.934219,2514,53882,17,0.3650102,0.0001461691,5.573941,1.905682,0.1050243
22590,179.38365,24.735609,2514,53882,39,0.3333166,0.0001624411,6.27887,1.861904,0.0959472
22591,179.32137,24.192471,2514,53882,66,0.3498168,0.0001011404,7.967713,1.976621,0.09051987
22592,178.79768,23.746585,2514,53882,139,0.3496186,0.0001120929,7.718311,1.715073,0.07188845
22593,178.49296,24.054866,2514,53882,188,0.3759458,0.0001088356,6.358981,2.207682,0.1272339
22594,178.61265,23.656497,2514,53882,216,0.3810956,9.901269E-005,6.72666,1.897368,0.0960131
22595,178.32026,24.113799,2514,53882,221,0.3893389,0.00008176,8.259491,1.963389,0.07975108
22596,178.22923,24.168085,2514,53882,230,0.3511457,8.955315E-005,8.023868,1.884254,0.08131164
22597,177.39383,25.106536,2514,53882,394,0.3494121,0.000087533,8.30962,1.803327,0.07031905
22598,178.13609,25.230882,2514,53882,423,0.3967043,0.000074952,8.315321,1.885822,0.06758102
22599,179.11019,19.00355,2515,54180,49,0.3249211,7.308152E-005,7.525487,2.130746,0.09715529
22600,179.24788,19.470486,2515,54180,63,0.326964,6.207889E-005,10.75226,1.963111,0.05279864
22601,179.32315,19.809462,2515,54180,67,0.3237938,7.821561E-005,7.991253,1.84434,0.06870154
22602,179.42731,19.217281,2515,54180,74,0.3663047,8.839971E-005,6.890646,1.961271,0.07917852
22603,178.92882,19.261568,2515,54180,104,0.3813987,0.000089406,6.132427,1.862654,0.07733284
22604,178.67423,19.824278,2515,54180,171,0.3253205,6.505367E-005,9.253201,2.084228,0.07241775
22605,178.18085,18.902053,2515,54180,219,0.3919077,0.0001160082,5.070732,2.067955,0.1200447
22606,177.18636,19.384432,2515,54180,308,0.3843763,8.283708E-005,5.983732,2.153926,0.1164327
22607,177.31134,19.706046,2515,54180,316,0.3293265,8.248619E-005,7.998812,1.914733,0.07038862
22608,177.38968,20.496346,2515,54180,351,0.3145406,6.03658E-005,10.08186,1.92311,0.06437712
22609,178.21931,21.021926,2515,54180,369,0.3291843,8.970433E-005,7.255798,2.153747,0.1023961
22610,177.89218,20.310231,2515,54180,423,0.3174828,0.000081486,6.92275,1.83129,0.09193863
22611,178.83443,21.047361,2515,54180,523,0.3692162,9.210369E-005,5.772044,1.992612,0.09946891
22612,178.92811,21.043666,2515,54180,529,0.3806581,8.896183E-005,8.674173,1.838172,0.05991125
22613,178.69948,20.550322,2515,54180,541,0.3305606,0.0001104879,6.437447,1.936471,0.09632427
22614,178.8289,20.351542,2515,54180,546,0.3603981,8.485636E-005,6.996637,2.0805,0.09830624
22615,178.7481,20.072331,2515,54180,553,0.3691138,0.0001002965,6.515613,2.036674,0.09568749
22616,179.18252,20.9667,2515,54180,572,0.3505178,0.000099225,7.817604,2.060484,0.08385414
22617,179.01196,20.459172,2515,54180,586,0.3605646,8.296639E-005,6.390327,2.052989,0.1026195
22618,179.57211,20.925339,2515,54180,609,0.349078,7.169071E-005,9.391681,1.961312,0.06198131
22619,179.49428,20.735884,2515,54180,616,0.3787405,8.103135E-005,6.494109,1.926973,0.08452123
22620,179.55681,19.893376,2515,54180,632,0.3276989,6.868937E-005,8.632324,1.905971,0.07492761
22621,236.85884,11.331267,2516,54241,23,0.3143453,7.656313E-005,7.597099,1.89949,0.08605679
22622,236.06866,10.531093,2516,54241,49,0.3566334,9.478517E-005,7.009284,1.974731,0.10414
22623,235.60399,10.722422,2516,54241,84,0.3916358,8.671908E-005,7.306927,1.303165,0.04990012
22624,235.83245,10.533136,2516,54241,87,0.3750891,9.897514E-005,5.563744,1.477209,0.07940978
22625,235.82567,10.5998,2516,54241,89,0.3735042,0.0001061532,6.05109,1.504852,0.08385962
22626,235.46541,11.324412,2516,54241,182,0.3490273,7.616681E-005,7.323876,2.184296,0.09205913
22627,235.06864,10.673319,2516,54241,206,0.3695936,0.000110195,6.828091,1.504857,0.07101193
22628,235.06075,10.920901,2516,54241,215,0.3517471,8.408391E-005,7.857916,1.790073,0.06161755
22629,235.14239,11.323883,2516,54241,223,0.3657008,6.113527E-005,8.767312,2.156023,0.07596903
22630,234.21354,10.890043,2516,54241,296,0.3214834,8.448821E-005,6.957405,1.912208,0.08901975
22631,234.31065,11.03157,2516,54241,309,0.3981444,8.994609E-005,7.473469,1.873321,0.06666605
22632,234.64089,12.510983,2516,54241,325,0.3948277,0.00009422,6.50167,1.818698,0.0689519
22633,234.46917,12.088314,2516,54241,351,0.3369218,8.92766E-005,6.632957,1.964265,0.1081675
22634,234.51856,11.84805,2516,54241,357,0.4020831,7.782257E-005,12.42191,1.566682,0.03203813
22635,235.29403,11.740674,2516,54241,437,0.3135218,5.53496E-005,13.22286,1.975276,0.05263262
22636,235.55925,11.817939,2516,54241,478,0.3882328,7.529075E-005,9.395886,1.969053,0.06303908
22637,236.12332,11.692307,2516,54241,516,0.3972744,7.036886E-005,6.825405,2.021554,0.08279596
22638,235.80227,12.115193,2516,54241,531,0.3738809,6.77016E-005,9.0603,2.170295,0.07277763
22639,236.17306,12.373142,2516,54241,563,0.3981647,7.135307E-005,7.698676,1.807891,0.06064784
22640,236.63317,11.752428,2516,54241,592,0.3981305,8.823449E-005,8.270864,1.828359,0.06038063
22641,236.6064,11.70559,2516,54241,598,0.3945039,0.0001033547,6.109737,1.967463,0.09272631
22642,235.43329,12.559974,2517,54567,126,0.398498,0.0001024608,5.440255,1.970973,0.0885507
22643,235.48986,12.706909,2517,54567,130,0.3981238,8.953186E-005,6.041794,1.944351,0.0859997
22644,235.63602,13.357261,2517,54567,198,0.3399879,6.372316E-005,9.17576,1.976872,0.06904554
22645,234.7429,12.977349,2517,54567,297,0.3484101,8.993771E-005,6.468791,2.122386,0.09907492
22646,235.03573,14.093133,2517,54567,343,0.3959956,0.0001442357,6.917353,1.914153,0.06682302
22647,235.48825,15.190535,2517,54567,365,0.4007921,0.000075225,6.614451,1.959325,0.07886855
22648,235.39685,14.003157,2517,54567,400,0.336568,6.669773E-005,8.027725,1.771566,0.06571245
22649,235.52129,14.484845,2517,54567,431,0.3097017,0.000050142,11.37366,1.923185,0.05214546
22650,236.20005,14.660871,2517,54567,524,0.3514687,7.529446E-005,7.81805,2.064971,0.07977035
22651,236.36842,14.713984,2517,54567,565,0.3683504,8.201174E-005,7.619248,2.020593,0.07689646
22652,236.38393,14.176797,2517,54567,591,0.3530867,7.886311E-005,6.986519,2.053091,0.09009416
22653,237.41766,14.911243,2518,54243,42,0.3548624,8.344724E-005,7.888265,1.888137,0.06622374
22654,237.22662,14.750893,2518,54243,85,0.3513907,8.624671E-005,7.983716,1.80451,0.06759429
22655,237.24924,14.499579,2518,54243,86,0.3461252,9.392455E-005,5.848367,1.796533,0.08628667
22656,236.87841,15.014558,2518,54243,205,0.3580663,8.855913E-005,6.929457,2.076784,0.09292413
22657,236.35902,15.480103,2518,54243,221,0.3635141,6.562892E-005,8.856983,1.852218,0.05715364
22658,236.60287,14.580635,2518,54243,242,0.3323238,7.98221E-005,8.553615,1.952089,0.07145033
22659,236.29245,14.867585,2518,54243,243,0.3591774,8.419707E-005,7.684659,1.744923,0.05909333
22660,236.48731,14.465846,2518,54243,252,0.3518873,6.441928E-005,8.843802,1.990092,0.06750284
22661,236.01814,15.495675,2518,54243,267,0.3471826,6.655148E-005,10.91645,1.995229,0.05488274
22662,236.26586,14.742114,2518,54243,282,0.3593866,7.488488E-005,8.522635,1.790154,0.05904805
22663,236.00078,16.312441,2518,54243,347,0.3223021,6.145673E-005,8.579277,1.911151,0.07780537
22664,236.25883,16.885634,2518,54243,366,0.3313883,5.842753E-005,10.0328,2.03934,0.07357311
22665,236.43458,16.637111,2518,54243,402,0.3349493,9.332034E-005,6.791897,1.942867,0.1070469
22666,236.30941,16.63199,2518,54243,412,0.349593,0.0001199046,12.06542,1.895728,0.05031981
22667,236.42167,16.473727,2518,54243,415,0.337006,7.016557E-005,9.207968,2.033819,0.07843181
22668,236.60679,16.5963,2518,54243,451,0.3244931,0.0001041406,5.508029,1.869128,0.1234341
22669,236.99495,16.382754,2518,54243,461,0.4154118,0.0001094781,5.008603,1.850687,0.1070055
22670,236.75165,16.26273,2518,54243,465,0.3735763,6.508619E-005,9.908826,1.890192,0.05514999
22671,236.86691,16.200416,2518,54243,470,0.4023887,0.0001000106,6.610374,1.755781,0.06935234
22672,237.43655,16.339329,2518,54243,481,0.3847583,6.507536E-005,7.688253,1.869214,0.0669592
22673,236.92442,16.924458,2518,54243,521,0.3219261,0.000068556,8.787592,1.890514,0.07414936
22674,236.81563,17.097899,2518,54243,523,0.3576361,7.69548E-005,8.697629,2.006833,0.07043725
22675,236.85698,17.282611,2518,54243,527,0.4040138,0.0001130487,5.830894,1.926,0.08668206
22676,238.33783,15.782642,2518,54243,631,0.365774,7.251282E-005,8.774048,2.026844,0.07112204
22677,238.6335,12.243752,2519,54570,1,0.405002,0.0001013471,5.873912,1.789051,0.08136222
22678,238.70969,12.456679,2519,54570,20,0.3680907,8.484929E-005,8.845187,1.755769,0.06701184
22679,239.10594,12.87634,2519,54570,21,0.3678935,0.0001606523,5.916207,1.915757,0.08985364
22680,239.01033,12.729876,2519,54570,28,0.3731127,0.0001522249,5.587109,2.045012,0.1058662
22681,239.0642,12.681248,2519,54570,32,0.3709352,0.0001128862,5.676833,1.667184,0.07922099
22682,238.30291,13.050722,2519,54570,79,0.3957622,8.59388E-005,5.601046,1.856256,0.09760999
22683,237.88597,12.290846,2519,54570,87,0.3549049,8.368311E-005,11.35722,1.893442,0.05208512
22684,237.83526,12.744371,2519,54570,155,0.3844981,7.714181E-005,6.644032,1.909943,0.08352156
22685,237.70809,12.847345,2519,54570,167,0.3938111,8.212905E-005,7.189091,1.781495,0.07543955
22686,237.60767,13.031733,2519,54570,178,0.1236164,0.000024183,27.18543,1.840075,0.02725624
22687,236.44725,12.609344,2519,54570,304,0.3332674,9.688974E-005,6.176489,1.81216,0.07965826
22688,236.99526,14.240993,2519,54570,327,0.3740729,0.0001084614,5.688618,1.989647,0.09291885
22689,236.19105,13.280424,2519,54570,355,0.4052436,0.0001112435,6.664345,1.886569,0.07887845
22690,237.91837,14.027222,2519,54570,459,0.1900037,3.898635E-005,14.48702,1.924646,0.0478227
22691,238.11271,14.283671,2519,54570,532,0.3898599,8.285366E-005,6.386275,1.831823,0.07669131
22692,238.63461,13.838048,2519,54570,582,0.3196592,0.000113399,7.598917,1.834323,0.08035896
22693,238.72771,14.337154,2519,54570,603,0.3622081,8.667632E-005,10.6381,2.110597,0.06477385
22694,238.99964,14.026077,2519,54570,604,0.395877,0.0001075781,5.809156,1.758452,0.08351682
22695,239.04299,10.657165,2520,54584,11,0.3456888,7.741521E-005,9.097853,1.720078,0.05853697
22696,239.24663,10.716179,2520,54584,19,0.3363422,8.236353E-005,7.922287,1.648598,0.06075189
22697,238.68336,10.550162,2520,54584,45,0.4005038,6.332436E-005,6.987403,2.462078,0.1386086
22698,238.35599,9.8977099,2520,54584,101,0.3496159,5.514382E-005,11.10142,1.911838,0.05046489
22699,237.84473,10.688406,2520,54584,126,0.3176262,0.000068981,10.8192,2.13906,0.07608028
22700,237.94607,10.867305,2520,54584,138,0.3936356,0.000105291,5.301257,2.569728,0.205585
22701,237.2696,10.758351,2520,54584,176,0.3505174,6.961686E-005,10.56257,2.181424,0.07825477
22702,236.86117,10.667996,2520,54584,241,0.3931741,0.0001070486,6.065367,2.183477,0.1073746
22703,236.51994,10.824753,2520,54584,297,0.3141936,6.319051E-005,14.39546,1.905108,0.04520918
22704,237.19626,10.141443,2520,54584,305,0.4072077,9.411919E-005,6.315284,1.744766,0.07478511
22705,237.39568,11.70254,2520,54584,381,0.3457301,4.681657E-005,16.3343,1.912481,0.03732269
22706,237.40935,11.713665,2520,54584,391,0.3477042,0.000059452,12.28074,1.723496,0.04520185
22707,237.21669,11.863745,2520,54584,395,0.3766148,0.0001183392,6.658219,1.967701,0.09155956
22708,237.2257,11.749856,2520,54584,396,0.3267316,4.300373E-005,16.57144,1.962364,0.04284618
22709,237.27776,11.1614,2520,54584,402,0.3516669,7.680545E-005,9.238626,1.900052,0.07027902
22710,237.64075,11.084432,2520,54584,457,0.3723165,5.518059E-005,12.88839,2.001949,0.05552874
22711,237.89868,11.18581,2520,54584,478,0.3368022,7.825953E-005,9.031116,2.399511,0.1351392
22712,239.18362,11.177435,2520,54584,607,0.391535,6.379415E-005,11.08639,1.878426,0.06219076
22713,238.59083,12.100878,2520,54584,627,0.3767162,6.409267E-005,8.548022,2.262759,0.1150675
22714,240.66805,14.270785,2521,54538,19,0.3841899,0.000060863,11.12829,1.986889,0.05562722
22715,240.82339,14.55572,2521,54538,25,0.4009764,8.882891E-005,6.855043,1.862997,0.06978945
22716,240.92599,15.0532,2521,54538,32,0.4043828,0.0001152954,6.246277,1.927709,0.09532073
22717,239.86635,14.1312,2521,54538,83,0.3583483,9.912124E-005,6.133901,1.864831,0.07608287
22718,239.63319,13.75587,2521,54538,85,0.3804905,0.0001521822,6.443691,1.539837,0.06047972
22719,239.67709,14.645015,2521,54538,163,0.3754184,7.234505E-005,8.020971,1.783016,0.07219228
22720,239.28745,14.126684,2521,54538,214,0.3979749,7.410727E-005,8.973244,1.954796,0.05490584
22721,238.70911,14.695598,2521,54538,228,0.3472569,7.541919E-005,8.32821,1.931488,0.06977994
22722,238.24964,15.075065,2521,54538,306,0.388001,0.0001321326,5.98586,2.100253,0.1019104
22723,238.29678,15.796949,2521,54538,331,0.3612632,9.64701E-005,7.636445,2.016296,0.0837989
22724,238.24196,15.812801,2521,54538,337,0.3653238,9.235281E-005,6.848346,1.887426,0.07473247
22725,238.34734,15.84909,2521,54538,338,0.3635106,9.507637E-005,8.902634,1.851443,0.05960615
22726,238.44924,16.168229,2521,54538,340,0.3641226,9.020507E-005,7.528835,1.773425,0.07026847
22727,238.70913,16.016593,2521,54538,364,0.3366448,7.872305E-005,8.649904,2.056046,0.08449857
22728,238.87202,15.784678,2521,54538,415,0.3420285,6.447747E-005,9.589927,1.803906,0.05692812
22729,238.88828,15.220483,2521,54538,433,0.3776711,8.420111E-005,6.672917,2.029421,0.09938295
22730,240.21484,15.618734,2521,54538,545,0.3337199,8.87664E-005,7.168104,2.150859,0.1032194
22731,240.49964,15.33124,2521,54538,600,0.3220952,8.517721E-005,7.559795,1.928222,0.08511641
22732,240.74968,12.408265,2522,54570,61,0.3746794,0.0001030576,6.549088,1.783271,0.08857138
22733,240.18919,12.764726,2522,54570,117,0.3735315,9.046934E-005,6.621615,2.095053,0.11861
22734,239.95002,12.487531,2522,54570,147,0.3720523,0.000061605,8.486593,1.885499,0.06684371
22735,239.39295,12.544628,2522,54570,186,0.319577,7.891424E-005,7.075048,2.111281,0.1166543
22736,239.08579,12.80372,2522,54570,235,0.3717677,8.495678E-005,6.58836,1.947346,0.09141274
22737,238.85066,12.778531,2522,54570,263,0.3535764,0.000091646,7.154912,1.907127,0.09281303
22738,238.77557,12.618092,2522,54570,272,0.3685883,0.0001205191,5.654189,2.358581,0.149003
22739,238.75059,11.762758,2522,54570,289,0.3241424,7.821445E-005,8.561725,1.945898,0.07394916
22740,238.44613,13.407468,2522,54570,347,0.3985901,0.0001152063,6.946655,2.021996,0.08322456
22741,239.07194,14.130965,2522,54570,375,0.3780038,7.527768E-005,7.680033,1.813459,0.05896879
22742,239.09144,13.408916,2522,54570,427,0.3497793,8.737928E-005,6.742057,1.939084,0.08484775
22743,239.63546,14.078727,2522,54570,454,0.3673639,0.0001627914,5.770997,2.110617,0.1137499
22744,239.52007,13.744031,2522,54570,458,0.3762409,0.0001148511,6.98788,1.892102,0.08314855
22745,239.67085,14.131571,2522,54570,459,0.3829284,7.863448E-005,8.032446,1.969245,0.07124755
22746,239.30101,13.233675,2522,54570,466,0.3732308,6.108055E-005,8.643497,1.816787,0.06110511
22747,239.42216,13.484356,2522,54570,470,0.375348,6.735014E-005,9.276781,1.927562,0.062112
22748,239.28693,13.190638,2522,54570,476,0.3067886,6.866793E-005,9.123675,2.053224,0.08329464
22749,239.80658,13.422315,2522,54570,505,0.3476954,6.401436E-005,9.187628,1.823125,0.06097461
22750,239.86877,13.66339,2522,54570,523,0.3757236,8.926024E-005,7.47088,1.691529,0.0673873
22751,240.20702,13.267357,2522,54570,542,0.4029149,8.579855E-005,8.184292,1.593753,0.04258639
22752,240.3544,13.110728,2522,54570,594,0.3532591,0.000081091,14.78195,1.769022,0.03490007
22753,240.70186,13.277309,2522,54570,625,0.3999968,9.870341E-005,6.051947,1.889899,0.08369458
22754,240.68089,13.051035,2522,54570,637,0.3921614,6.754781E-005,7.84046,2.098359,0.06981558
22755,240.65334,10.359566,2523,54572,62,0.3709455,0.000097197,7.405546,2.148097,0.1075403
22756,240.30029,10.186599,2523,54572,144,0.4026135,0.0001186725,5.019922,1.675273,0.08286239
22757,240.17524,10.739641,2523,54572,152,0.392611,8.555461E-005,6.563325,2.222923,0.1082132
22758,239.9329,10.443435,2523,54572,161,0.3811742,7.69032E-005,6.824773,2.109647,0.113112
22759,239.36216,10.436061,2523,54572,222,0.3444948,0.000097206,7.556025,1.91894,0.08075646
22760,239.43034,10.743537,2523,54572,233,0.394385,6.468067E-005,8.959557,1.928356,0.0652796
22761,239.27165,10.682914,2523,54572,240,0.2003623,0.000042119,14.39008,1.877956,0.05094279
22762,238.60097,11.256844,2523,54572,348,0.3555706,0.0001016532,7.993737,1.909658,0.07162118
22763,239.21396,11.201545,2523,54572,437,0.3970409,9.395347E-005,6.290995,1.852591,0.07990219
22764,240.15517,10.992146,2523,54572,516,0.3458748,6.467375E-005,10.06934,1.961504,0.05805236
22765,239.84327,11.648615,2523,54572,523,0.3675162,9.003546E-005,6.451363,1.821008,0.08533266
22766,240.19915,11.145072,2523,54572,551,0.3368296,7.342346E-005,7.236671,1.903291,0.07941177
22767,240.21401,11.381323,2523,54572,577,0.3970863,7.59998E-005,6.297278,2.173824,0.1015171
22768,240.70094,11.264834,2523,54572,587,0.3656867,7.359782E-005,9.02672,2.053643,0.06973465
22769,240.61619,11.404581,2523,54572,616,0.3211067,7.159361E-005,7.234228,2.080884,0.09669386
22770,242.44447,13.790824,2524,54568,2,0.3532278,8.93823E-005,6.09384,1.89375,0.09546669
22771,242.40111,13.871316,2524,54568,41,0.3517695,0.0001112626,5.758394,2.406826,0.1827076
22772,241.16669,14.099624,2524,54568,202,0.3419444,0.000070425,10.59722,1.981283,0.0565464
22773,241.22186,14.130873,2524,54568,204,0.3426898,8.429284E-005,9.238936,1.994332,0.06601179
22774,240.73261,13.317843,2524,54568,262,0.2976768,7.457209E-005,8.175373,1.918859,0.0740661
22775,240.66585,13.276388,2524,54568,273,0.3419127,9.773583E-005,7.903682,2.123358,0.08031525
22776,241.26471,15.010869,2524,54568,552,0.3789499,0.000070125,8.651944,1.889219,0.05836286
22777,242.35543,14.658271,2524,54568,561,0.380742,6.359042E-005,10.91317,1.914163,0.04736682
22778,242.48205,11.727227,2525,54569,85,0.4002262,9.964361E-005,5.726599,1.793522,0.07242321
22779,241.68166,11.819015,2525,54569,144,0.3951971,0.0001099393,5.449582,2.056103,0.1177269
22780,241.38929,12.010236,2525,54569,167,0.3944655,0.0001235963,5.232193,1.578676,0.07267408
22781,241.49096,11.461095,2525,54569,196,0.3638966,0.000095296,5.742078,1.975032,0.1079174
22782,241.3181,10.728943,2525,54569,228,0.3653116,0.0001022212,6.235948,2.570636,0.1507169
22783,241.11571,11.371451,2525,54569,272,0.3649386,0.000087317,6.203474,1.881404,0.09841329
22784,240.86511,11.134689,2525,54569,309,0.3369507,0.0001041163,7.55069,1.942345,0.0820052
22785,240.74424,12.409833,2525,54569,365,0.3706099,0.000084866,8.1529,2.051116,0.07661884
22786,241.42583,13.182723,2525,54569,423,0.3744891,7.69309E-005,9.025368,1.600102,0.03798187
22787,241.85642,12.510299,2525,54569,482,0.3604952,7.061021E-005,8.043654,1.754963,0.06463398
22788,241.96283,12.558542,2525,54569,524,0.3615046,7.364611E-005,10.97744,1.669519,0.04005564
22789,242.11475,13.144681,2525,54569,547,0.3616991,7.491375E-005,8.051555,1.774942,0.06078754
22790,242.53088,12.783572,2525,54569,636,0.4107729,7.346389E-005,7.311024,1.996542,0.07359172
22791,242.65635,12.777428,2525,54569,640,0.3619982,7.770752E-005,6.66923,1.728466,0.07880962
22792,242.64365,9.2378969,2526,54582,95,0.3732959,7.983141E-005,7.191659,1.641624,0.07661789
22793,242.40345,9.2242275,2526,54582,132,0.3298217,9.111149E-005,7.236245,1.79242,0.09805426
22794,242.15273,9.0871386,2526,54582,220,0.3944145,9.016143E-005,7.584867,1.701769,0.07000688
22795,241.53195,9.6695209,2526,54582,231,0.3875229,7.832333E-005,7.467083,2.212164,0.1252036
22796,241.66907,9.6868831,2526,54582,236,0.3876812,8.744462E-005,5.792527,2.192642,0.178083
22797,240.87371,10.136983,2526,54582,351,0.3418908,9.585975E-005,7.23255,2.182129,0.1420702
22798,241.95294,10.519196,2526,54582,405,0.3821022,7.059943E-005,9.913974,1.989496,0.07450162
22799,242.09147,10.508853,2526,54582,449,0.3690292,7.123635E-005,8.346942,2.095294,0.09304714
22800,241.64671,9.8916759,2526,54582,461,0.3381428,6.356957E-005,12.03807,1.868465,0.05315226
22801,242.47292,10.718604,2526,54582,523,0.3428701,8.512458E-005,7.284535,1.928732,0.09918452
22802,243.08219,10.920477,2526,54582,605,0.3429959,9.478486E-005,7.254657,1.519072,0.06265341
22803,243.79457,12.29167,2527,54569,87,0.3775098,0.0001171086,5.282324,1.851459,0.1062914
22804,243.21492,13.553396,2527,54569,199,0.3622413,8.368251E-005,7.004606,2.074853,0.08391917
22805,242.90712,13.056616,2527,54569,230,0.3686658,0.0001040324,5.73128,1.952502,0.09346943
22806,242.37352,12.508647,2527,54569,294,0.3376257,6.864221E-005,7.400014,1.718989,0.06767786
22807,241.8336,13.502393,2527,54569,313,0.3539669,8.797053E-005,6.109,1.876371,0.08396655
22808,241.75933,13.744021,2527,54569,357,0.3626961,0.000090862,7.404453,1.958615,0.0910107
22809,242.39278,14.460913,2527,54569,379,0.3806135,7.667315E-005,8.401725,1.879236,0.06245085
22810,241.99512,13.574102,2527,54569,389,0.3545613,8.222456E-005,5.654331,1.981206,0.1109519
22811,242.22284,13.701652,2527,54569,400,0.3595323,9.149215E-005,6.856094,2.030356,0.09216197
22812,242.7778,14.103799,2527,54569,416,0.3878618,0.0001111828,6.760347,1.791559,0.07404871
22813,242.68016,13.646845,2527,54569,422,0.3631089,7.797369E-005,7.554647,1.865758,0.07199353
22814,242.9846,14.489976,2527,54569,454,0.4039885,0.00011886,5.534139,1.933249,0.08852874
22815,243.15367,14.128289,2527,54569,534,0.3863468,8.090313E-005,6.60468,1.766962,0.07327565
22816,244.79998,10.661341,2528,54571,13,0.3305062,0.0001476991,5.796448,2.120418,0.1292683
22817,243.7537,10.527397,2528,54571,125,0.3784212,6.961719E-005,7.45701,1.884249,0.09203724
22818,243.27161,10.978735,2528,54571,229,0.3533856,8.621694E-005,7.515684,1.625142,0.06900986
22819,243.06898,10.608463,2528,54571,242,0.341991,8.97288E-005,6.570508,1.824563,0.1054733
22820,243.06473,12.279068,2528,54571,337,0.3647815,0.0001040001,5.598171,2.26662,0.1308865
22821,243.71015,12.516306,2528,54571,366,0.3684448,0.00008632,9.276043,1.882905,0.06295665
22822,242.80221,12.025013,2528,54571,389,0.401372,0.0001283905,6.308987,1.671277,0.06996349
22823,243.96932,12.333934,2528,54571,455,0.3691345,9.980863E-005,6.342439,2.050815,0.1210218
22824,244.2849,11.646959,2528,54571,550,0.3719651,8.840876E-005,11.29454,1.994532,0.060987
22825,244.45248,12.544296,2528,54571,580,0.3617537,0.0001143421,6.054978,2.02308,0.1152917
22826,245.07513,11.774751,2528,54571,640,0.3673342,0.0001031045,6.241118,2.164976,0.1032075
22827,245.57124,8.5641772,2529,54585,36,0.3420907,7.952137E-005,7.097154,2.362313,0.1533097
22828,245.25649,8.9146581,2529,54585,49,0.4024411,0.0001046225,5.338607,2.378325,0.1726979
22829,244.66491,8.7009557,2529,54585,120,0.2811448,8.303019E-005,7.794066,1.86667,0.0840525
22830,244.3684,8.7898767,2529,54585,199,0.2950622,9.667534E-005,5.467365,2.446194,0.2410111
22831,243.21395,9.9929674,2529,54585,350,0.3757199,8.416405E-005,6.171722,1.801412,0.08995724
22832,243.97518,10.312413,2529,54585,395,0.3525891,9.74643E-005,7.168798,1.921748,0.08689635
22833,244.21855,9.6034493,2529,54585,418,0.3538926,6.526145E-005,8.656359,1.976119,0.07572258
22834,244.43563,10.03986,2529,54585,428,0.3998501,0.0001149305,6.03045,1.736022,0.08634923
22835,244.68519,9.2694058,2529,54585,490,0.3998305,0.0001213955,6.138956,1.996802,0.09034768
22836,246.50127,11.629983,2530,53881,2,0.3908575,0.0001070372,7.281019,1.642297,0.06708198
22837,247.14307,12.285494,2530,53881,25,0.3308002,9.230449E-005,5.836785,1.682474,0.09451895
22838,246.29778,11.669671,2530,53881,48,0.3335317,0.0001149546,7.589743,1.859779,0.08449528
22839,245.9407,11.775012,2530,53881,100,0.3361578,6.41954E-005,8.911032,1.794504,0.06701287
22840,245.77532,11.334857,2530,53881,139,0.3766301,0.0001264929,5.904497,1.801404,0.08696603
22841,246.43784,12.369007,2530,53881,158,0.3330797,8.42547E-005,7.826306,1.797765,0.07013229
22842,245.30112,12.70231,2530,53881,196,0.3190564,7.662587E-005,7.256609,2.183976,0.1211374
22843,245.13628,12.095406,2530,53881,249,0.4003073,0.0001178404,5.634401,1.793535,0.08223172
22844,245.02005,11.99754,2530,53881,260,0.3966262,0.000083904,8.536783,1.790272,0.06233317
22845,244.69286,12.262703,2530,53881,268,0.3599609,9.382272E-005,5.912804,1.978881,0.1056765
22846,244.63968,12.1638,2530,53881,293,0.3980133,0.000100878,8.298851,1.822409,0.06667437
22847,244.51489,12.192391,2530,53881,305,0.3933886,8.162419E-005,8.299572,1.86527,0.08382241
22848,244.88969,13.450876,2530,53881,336,0.3980805,8.374106E-005,5.936511,1.974156,0.1049948
22849,244.79189,13.412265,2530,53881,339,0.3301099,6.148648E-005,10.21605,1.845509,0.06126843
22850,244.64233,13.175328,2530,53881,343,0.3863165,0.0001030835,7.026661,1.820841,0.08794816
22851,244.92848,13.855697,2530,53881,369,0.3512313,8.429525E-005,6.339257,2.128437,0.1291076
22852,244.83708,13.19564,2530,53881,381,0.3867026,7.762748E-005,10.45395,1.735487,0.04929374
22853,245.1196,12.919368,2530,53881,440,0.3857209,7.468093E-005,6.889609,2.175616,0.1032359
22854,245.50945,13.176621,2530,53881,461,0.4034401,0.0001139224,6.068749,2.071881,0.1066404
22855,246.03098,12.822797,2530,53881,511,0.3271056,6.928065E-005,8.859401,1.892534,0.07971048
22856,245.59941,13.378643,2530,53881,536,0.3843019,8.853725E-005,6.391294,1.995004,0.09713423
22857,245.75095,13.329421,2530,53881,577,0.3471129,8.901077E-005,7.505918,2.064908,0.09478977
22858,246.83668,9.28591,2531,54572,5,0.197784,5.340956E-005,12.33668,1.877666,0.06955793
22859,246.74224,9.6704548,2531,54572,65,0.3868175,0.0001035674,5.448696,2.00493,0.1205294
22860,245.50001,9.9247621,2531,54572,212,0.2956428,7.494982E-005,9.145491,1.978521,0.08542209
22861,244.94873,11.368644,2531,54572,346,0.3340522,0.0001278804,5.880491,1.715489,0.08230096
22862,245.16817,11.246269,2531,54572,396,0.3336127,9.158585E-005,9.458455,1.94083,0.0775807
22863,245.5576,11.129726,2531,54572,424,0.3033815,0.000066042,9.867816,1.954872,0.0822495
